NU_SEQUENCIAL,NU_ANO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
206403,2024,23052929.0,2301406.0,Aratuba,23.0,CE,2.0,1.0,1.0,2301406,Aratuba,23,CE,1,1,1,1,1420.0,1383.0,1395.0,1408.0,436.8,377.8,423.4,427.1,CAABADDBBBACACACDEABDBABDDCCBACDCCBAACCABCBAC,BEABBCDABCDBAEEBDDABCCDAADDABACDDAB..........,BCADBCDCEDBDDBDDCDBCBB*BBDEAEEBCDCABBDDAAECEE,CBDCCADBBECCBADEACCBDCACECDDABBDBADBAAEDBCCAB,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,80.0,60.0,60.0,80.0,20.0,300.0
3604651,2024,42103770.0,4218004.0,Tijucas,42.0,SC,4.0,1.0,1.0,4218004,Tijucas,42,SC,1,1,1,1,1422.0,1384.0,1396.0,1410.0,521.9,601.9,605.5,689.2,EBDEEADAECCAAEDBBEDABACDBCEEDDDEDBDDABDBCCECA,BADBACDAECEDEABBEADDBBDEBEDADEDEEACBBECABCEDA,AACEACADECBCDAEEBEDCBCBEDDCDEAEDEBDABDCECDDDB,DBAEDBECBDDBCCBBABBDECCCCEECBACCDBCDAAABBAAAD,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,200.0,200.0,180.0,180.0,920.0
1461268,2024,,,,,,,,,4122404,Rolândia,41,PR,1,1,1,1,1419.0,1385.0,1398.0,1407.0,363.0,548.4,557.2,456.4,CABAECDBADDCDEACABEACEABEDDCEDCDCCBDBDBDDBDCC,DAEDBCDCEBCCECADDACABDEBDCDECEDBEABECBCBBDBCD,BBCABCACDDEECCBCECECADEECCBEADBBEDBDDDEDDEECB,EBADBEDDDBCBCBCDCCECAAADDDECCDBDACACCEAEACDAC,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,120.0,40.0,120.0,80.0,480.0
4301058,2024,,,,,,,,,3534401,Osasco,35,SP,1,1,1,1,1421.0,1386.0,1397.0,1409.0,550.7,553.8,605.9,629.1,DDAAECECCBDBECBCBEAAADCBDDBBBEDADBDCCEEBCDAAD,ACCEADCEBDEECEDCCAADBBBCBCEABCD*AECAA........,AACEACBEDBAEEBEABDABCECDBACDCDDDCADEDDDECBEDE,BBBCDACDCABADAEACCECBCDAECECECCECBDEDABEDBCBA,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,140.0,200.0,160.0,160.0,80.0,740.0
3148322,2024,21150354.0,2100436.0,Alto Alegre do Maranhão,21.0,MA,2.0,1.0,1.0,2111508,São Mateus do Maranhão,21,MA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
1035588,2024,,,,,,,,,2408102,Natal,24,RN,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3587454,2024,15585689.0,1501402.0,Belém,15.0,PA,4.0,1.0,1.0,1501402,Belém,15,PA,1,2,2,1,1420.0,,,1408.0,486.7,,,525.1,ECCDAACEAACCBAABCBBDBAECBDBCACBEEDBDDADEADDAC,,,DCBBBBEAACECBBCBBACBCACCBDDCCAAEBBBDBECBDDABC,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,,,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,,,,,,,
140768,2024,,,,,,,,,2408102,Natal,24,RN,1,1,1,1,1419.0,1385.0,1398.0,1407.0,482.7,531.6,439.2,496.7,BECBCDCEECCDDEDDAAACCEDBEEEBABBEEBEDEEEDDDDDC,CABEECBCBACCDCAABEDABDEAAEEDEEDBCADECEABCDDCD,BDC*ABDCBCDEEDABECBCBEDEACEDAECECEDDDDDCABDDE,DCCDBEDCCCCADDD*ACBAEBCDCEEECDEDAEBEDDDEBCADC,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,100.0,80.0,60.0,120.0,0.0,360.0
3541867,2024,,,,,,,,,3156700,Sabará,31,MG,0,2,2,0,,,,,,,,,,,,,1,,,,,,,,,,,
3371353,2024,,,,,,,,,3520509,Indaiatuba,35,SP,1,1,1,1,1420.0,1383.0,1395.0,1408.0,599.5,640.3,597.6,665.3,EAEEADBCAABDCEBAEDACBDECCDBDBCEEBADCEEDEADDDD,CECEBEBEDCCDCEDBABCDCAACEDADEAEAAEADECDEDACBE,CAAAEACBECDDDBBDEDCCECEACBCDAAABDBEBBBEBADEEB,CEAAAEEABBAACCAABCCEAECCCECBCCCCBAADDCBDDBBDD,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,200.0,120.0,120.0,200.0,760.0
377894,2024,,,,,,,,,2504306,Catolé do Rocha,25,PB,1,1,1,1,1421.0,1386.0,1397.0,1409.0,362.6,436.0,460.0,382.4,DEADEBDABABCCDEDACBBCBDEEDBDBCDCBDAEBADADCECB,BDBACEDCABCBABDAEBBACEACDAEDCBDDABEECADBCCECA,CCDDEABEEBEDDBDDADCBADCABDBEACCDEADEADBCDCABD,EBDECDACACEABCADACCADEAAEEDEAEEEDCECADEBEADBD,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,100.0,100.0,80.0,100.0,80.0,460.0
3446319,2024,51191024.0,5107354.0,São José do Xingu,51.0,MT,2.0,2.0,1.0,5103353,Confresa,51,MT,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
134650,2024,29088240.0,2931301.0,Tapiramutá,29.0,BA,2.0,1.0,1.0,2921203,Miguel Calmon,29,BA,1,1,1,1,1422.0,1384.0,1396.0,1410.0,374.6,427.0,532.7,504.0,DCAECEAAEBDEBAAECBCBBDDCDCDDBCACDCADBEDCACDBB,BADAEBCAEDBAECBAADECADDDDAAAABBBBCCCCEEEEDDDD,ABACAEADECBBDACDBDDBACDEADADACBCEBDEBDDECECAB,CEDECBEDABDCACBDCDCEBABEBDBDBDBEDAAECAACCEBCD,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,120.0,200.0,140.0,120.0,140.0,720.0
1620924,2024,,,,,,,,,2910800,Feira de Santana,29,BA,1,1,1,1,1422.0,1384.0,1396.0,1410.0,402.1,321.4,532.7,506.0,DCCBBCEACBCADDDBBEBABCCBCBDCAECBBCBACDDCCBDDD,ADBCDCCABAADBCDCBBACCDDADDBEDACDBBBCDDADCBDBC,ADCCBCADECCBDDDEB*ABDCBCCDADDABAABCABACECACDC,CCDDCDCBDCDCBCDDBECCCCDCCDBCCDBDCBDCCDAEDBCCC,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,100.0,160.0,120.0,120.0,100.0,600.0
588106,2024,15585972.0,1506302.0,Salvaterra,15.0,PA,2.0,1.0,1.0,1506302,Salvaterra,15,PA,1,1,1,1,1422.0,1384.0,1396.0,1410.0,466.4,420.0,361.3,400.5,BCDDBEDAEADCBECADECAAEEBCADADBEACBBBBDBCADDDB,BBDABECDCCADEEBCBCAADEDEADCBCEAEDEEBACBECAABD,ACCBEAAEDEBDDACAEAEBDCADDCBDECACBCAEBAECDEABB,EBDDCBAECBDCAEACDEBACEAABCAADBBECDEDCDCADBCEB,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,120.0,120.0,60.0,80.0,0.0,380.0
1399198,2024,,,,,,,,,4202404,Blumenau,42,SC,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
941795,2024,,,,,,,,,2800308,Aracaju,28,SE,1,1,1,1,1420.0,1383.0,1395.0,1408.0,668.1,626.5,610.2,693.6,CDADAACCAEEBCDEDCDDEAEACBCDCBDEECABEEDDEBBDBB,DBCEBEBEDAADDEBEDACDCDECEAADDAEAEEACCADADACCC,ADAAEECBECCDDCADEDBAECBDEBCEADBCDBBABBEDADEEB,AECDBEEBCCACDCEEBCCDBDBCCBCCCDAACDBDDDEADCBCC,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,160.0,180.0,180.0,160.0,160.0,840.0
1894153,2024,,,,,,,,,2609600,Olinda,26,PE,1,1,1,1,1422.0,1384.0,1396.0,1410.0,466.6,403.3,508.3,376.6,BCDCBEACDBDE*EDBACDCEECADCEDADABBBCADEBDCEAAE,DAECECBABAEBBEBBECDAEBBACABAEDECBABEDDCBEDACE,ABCDABADECEBDBDEADABACEDBDACBDACEADEBDCBDCCDB,CCDBDBDDBEEAAEBDAECABDBEDBEDACEACDBDEBCEACEAB,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,80.0,140.0,120.0,120.0,140.0,600.0
2262755,2024,,,,,,,,,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
3575012,2024,,,,,,,,,2108603,Pinheiro,21,MA,1,1,1,1,1420.0,1383.0,1395.0,1408.0,463.9,502.9,564.6,465.2,DCEBEACECEABBEAEBBCCBEDECDACCDEECBBCEDEECDBCC,AEABAEACAEBDEECDBBCDCBECBCDEBAEACDCCCADCBDCDA,AAABBECBECBDDABDEDDCBBDCEBCEDDDBEDDABBEDBDDEB,CCDDECCCDBEDCDDCECCDACDEDBDCCDACECDADCDEAEADD,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,140.0,160.0,120.0,180.0,140.0,740.0
2874620,2024,,,,,,,,,4321451,Teutônia,43,RS,0,1,1,0,,1386.0,1397.0,,,383.8,595.8,,,AECAAECBCEEAEDDCCDBAECEBDADBAAECACEBEDACECBDD,AACDACBEDADEEBDABDABDADBAABBDBCDCBDEDDCECBECE,,0,,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,,1.0,120.0,160.0,120.0,140.0,180.0,720.0
239012,2024,,,,,,,,,2507507,João Pessoa,25,PB,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
1221621,2024,26068877.0,2608107.0,João Alfredo,26.0,PE,2.0,1.0,1.0,2602209,Bom Jardim,26,PE,1,1,1,1,1419.0,1385.0,1398.0,1407.0,367.7,394.7,390.0,391.0,CDDDAEEDBDCDDCEAAABCEAAADCADEAACBBECAABBDCBDB,ACDBDDACCAACBAACDEEBDEBBAEACDEBBABCEDBCBEEABB,CDECABABBADAEBCDCDBACADBBCEBECBCEBCDADABABBBA,BECCBCAEEDEDBBDEECDCBEDCDCEBEACEEBCBBBDCADDAD,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,100.0,120.0,80.0,100.0,60.0,460.0
1626014,2024,21055823.0,2112902.0,Vitória do Mearim,21.0,MA,2.0,1.0,1.0,2101004,Arari,21,MA,1,1,1,1,1420.0,1383.0,1395.0,1408.0,455.8,441.8,396.1,429.8,AABCACCEABDDDBABACCCCABDDBACBBABCBBDCCBDBAACB,ACBACCCBBABCCCABBBBCBABCCBABDAAACACCDEAABABBC,ACABCCDBCACCECBCACDAAABCCBACBCABAAAABCBBAECCA,CAEBBCCABABBDCBCCABBBACCDBDDCCCBCABEEEEECDCAB,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,120.0,80.0,100.0,80.0,500.0
2983922,2024,15038483.0,1501402.0,Belém,15.0,PA,4.0,1.0,1.0,1500800,Ananindeua,15,PA,1,1,1,1,1420.0,1383.0,1395.0,1408.0,521.7,544.8,582.3,520.7,DCEACECACDDBBCDAABDBCACEADDDBDCECBBEAEDEAAACB,ABCECBBCDBDBBEEDAECCCAECCAABEAEAEEACCEAACABDA,AAAAEECBECADDBBEEBBCBBBDCBDEADCBDADDCEEDABDEB,CEEBACDECDBEDCBBEACBACCCAECEDACEBCBECDCBDAEAE,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,140.0,120.0,180.0,200.0,760.0
933265,2024,,,,,,,,,4118204,Paranaguá,41,PR,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2879850,2024,,,,,,,,,5105622,Mirassol d'Oeste,51,MT,0,1,1,0,,1384.0,1396.0,,,450.8,511.8,,,BABBBEDBEADBEDBBBDDDECDDDCEBBAAEEABCEDDDAC*DC,ABDADCACBCBEDAEECDECCEACDDADCCACEBCBDADBCDBDC,,0,,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,,1.0,120.0,120.0,100.0,120.0,60.0,520.0
718594,2024,60026482.0,4318465.0,São José do Herval,43.0,RS,2.0,1.0,1.0,4320800,Soledade,43,RS,1,1,1,1,1421.0,1386.0,1397.0,1409.0,536.7,564.1,573.1,465.7,DCBADEBABBCDEABADDBDBEDCECBBECBAEBDDAEADAEAEB,ABDDADEDCEEDCEDADBCDCEBBDCBBECBEAABAEAEDBAECB,DACBDCBBDADDEBDABDBBCEAADABDBBCDCBEEDDAECBECD,BDACDDCBBACBCEBADEDCBDBBCDCBCDAEDDCCDBACDCDBD,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,160.0,180.0,140.0,180.0,160.0,820.0
3552010,2024,,,,,,,,,1100205,Porto Velho,11,RO,1,1,1,1,1420.0,1383.0,1395.0,1408.0,468.2,447.0,560.7,555.6,DDDABBCEBCEBBBDBCBDACBBEDEDCECAACECEDECEDCDEC,ECBDADAEEADCBEDACBCCBCDEAEACBAAAEBACAEDCDBDAA,CBDCCECBECAEDBBDEBDCABBEEBCBDEAEDADACBEDAEAEB,CCDCDCECDCADBCABEBCAAAACBEDACAACACDEDCDDBBBBB,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,140.0,160.0,120.0,120.0,120.0,660.0
4015540,2024,,,,,,,,,3201308,Cariacica,32,ES,1,1,1,1,1422.0,1384.0,1396.0,1410.0,408.2,500.5,528.3,553.0,BCAEBDABBADEAAACAEAEABDDCEBECECEEAAABBDDBACEC,AABCEBDCECDDDBECDCCCBBDABECAEECEBADDEACABCCAB,BCABEDCDECCADBEEBDBDACBECDABDCBBEBCADCCEEDCDC,DAECBAEDCCBDDCACCCBACECCBAEBBAECEAABCBADBDADA,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3076935,2024,,,,,,,,,4314050,Parobé,43,RS,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
3429293,2024,15581853.0,1500800.0,Ananindeua,15.0,PA,2.0,1.0,1.0,1500800,Ananindeua,15,PA,1,1,1,1,1420.0,1383.0,1395.0,1408.0,372.0,301.7,322.9,483.8,BDAEBCDEBDDEBCDCEDBCCEAEBCBEABDBADACDEACBDBEB,EBDCACBECADEBDCDEBCADEBAACBEEBCBDACDACECABCDB,ABAECECDDEDAECCBCABEDCABECDAAEADBCEABECADBCCE,CADEDEDDEBEBCCACBBADEADACDACBEABDCEABCDEEBDCA,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,100.0,180.0,120.0,100.0,100.0,600.0
4041213,2024,,,,,,,,,4307807,Estrela,43,RS,1,1,1,1,1421.0,1386.0,1397.0,1409.0,388.2,466.4,526.6,590.9,CCADBEDCDBBADECABCDEDCBABCDEDCEAAABDACEDCBABC,ABDEEDCACBECCCBACDEDBCACDDEDEBDEAEDDBBEDDADAB,BDDCEABECABEEBECBDACCECBBCDDDDBEDCEEDECECCECD,DDCCBDDADBCDEDCABABACCCCCDBAEABCDEDCBABCDEDCB,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2908675,2024,,,,,,,,,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1419.0,1385.0,1398.0,1407.0,453.6,478.9,542.6,618.2,EABDBDADDABEDECBADBCCACBCAEADBACBEBDAEBCECADB,AABCCBDBCBCCCBAEEBDABBCCEECDBDADBADABEBEDBDAD,EAAECADCBCEECECDECCDABBEADBEEDBADCADEEBDDBDCE,DBBACEBCDDDBDDBDEDCABDECDACCBDACEADBDABEDADCC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,160.0,140.0,140.0,160.0,120.0,720.0
3464001,2024,,,,,,,,,3517406,Guaíra,35,SP,1,1,1,1,1419.0,1385.0,1398.0,1407.0,412.2,507.7,475.3,382.4,ADBCABEDBCCABCBEDBDCADEADBBAEADCCEBACEACEBADE,ABEABCAECDACBDACEAEACACAEEEBEEBBECAECADCBBCDD,AEBDCCDCDABECACADECDBEEEAEAEECDBDAEDBDDAEAEED,EACBEDABCAECDABADCABBDDCBADCACACEDABCBBDAEDAC,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,100.0,120.0,100.0,80.0,120.0,520.0
2162195,2024,42156378.0,4202909.0,Brusque,42.0,SC,4.0,1.0,1.0,4202909,Brusque,42,SC,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2071877,2024,35150344.0,3522208.0,Itapecerica da Serra,35.0,SP,4.0,1.0,1.0,3522208,Itapecerica da Serra,35,SP,1,1,1,1,1422.0,1384.0,1396.0,1410.0,447.4,591.2,586.9,538.3,BCCDBDDACDDBCBACACCECAA..CDCDEBCABBACCBDBDAAD,B.DABCDAEC.BEBBB..CABADAB.CADEEEEACB.EBABCEEA,AACEADADECBBDDCEBDAC.CDEDDCAAEEDEB.DBAC.CBAAC,BBDEDAEDBDABCAACCCBDCBDDEBEBBDEBEABBBEACCBBCA,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,140.0,120.0,100.0,120.0,0.0,480.0
1461113,2024,13075390.0,1302603.0,Manaus,13.0,AM,2.0,1.0,1.0,1302603,Manaus,13,AM,0,1,1,0,,1384.0,1396.0,,,562.9,598.6,,,BADABCEAECADEEBAEBCACCDAAEAADEEBEABABEDBACCBA,ADCCADABECBDDADEBDBEDCBEDDAEDDBDEBCABCCECCDDC,,0,,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,,1.0,160.0,200.0,180.0,180.0,180.0,900.0
2430195,2024,,,,,,,,,2803005,Itabaianinha,28,SE,0,1,1,0,,1386.0,1397.0,,,402.5,421.0,,,BBDECADCCAACCDCEDAEDBEEAADACDBCDAABABCAEDBDAC,DCDCEBADCADBAEDECBAEBBBACDBAAACAAECDADCEADECA,,1,,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,,1.0,100.0,120.0,100.0,120.0,120.0,560.0
668659,2024,35109411.0,3534401.0,Osasco,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,1419.0,1385.0,1398.0,1407.0,408.1,547.7,518.9,591.4,ABDBDECDDABCBDEBDEABCAADEAEBEAECAAEBDADDBCDDC,CAEEEBDDEAECEEABDAECCEACDECCDBDEEABECBBECDACB,BAADACACBAEDCAEDDECEABCEBCCABBCBAACECDDDDBBCB,BCDADBBBDBDEBCDCAEBEBCDEBABAEBCAACDCDEDBCDECB,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,180.0,200.0,160.0,160.0,140.0,840.0
3069895,2024,35569409.0,3552205.0,Sorocaba,35.0,SP,4.0,1.0,1.0,3552205,Sorocaba,35,SP,1,1,1,1,1419.0,1385.0,1398.0,1407.0,592.3,663.2,617.8,786.1,BCEAECACBDACEDDDEACDDCBDECDDBADDACACDECCACABE,CAEDBBDBEBECEDACBAEABBAADEEDEBBBEABECEABCDDAD,EAAACDDCBDEECCBBBDCDADEEBCBEDDEBCACDBDDDDBBCB,DBBABBADDDCBAEDDADCDBCCCDBCDBBEDADCDDACDDCEDB,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,160.0,180.0,160.0,160.0,160.0,820.0
