NU_SEQUENCIAL,NU_ANO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
1367522,2024,,,,,,,,,3550308,São Paulo,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
3770540,2024,,,,,,,,,2111300,São Luís,21,MA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2479856,2024,15587282.0,1500404.0,Alenquer,15.0,PA,2.0,1.0,1.0,1500404,Alenquer,15,PA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
1937417,2024,,,,,,,,,1302603,Manaus,13,AM,1,1,1,1,1419.0,1385.0,1398.0,1407.0,369.5,507.4,515.4,380.6,ADADBBCDABCCBDECEBDACAAEBCAECAACEAEAABDE.BCBC,DBDCBDDBCCBDDBACEAEBBBCADEDBEBDDDACECBAEADEEC,BBCDCCDCBCDECECBDAEBBDDEBDADBACBCDDDDDDEDBECB,DEBBEEADBCCDDCACBBAEADECADECAAEBDCAEEBBEDACAB,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,100.0,60.0,60.0,60.0,0.0,280.0
820538,2024,25127977.0,2508901.0,Mamanguape,25.0,PB,2.0,1.0,1.0,2508901,Mamanguape,25,PB,1,1,1,1,1420.0,1383.0,1395.0,1408.0,467.0,555.2,567.8,508.9,DBCADADEEDABCDBAEBEDCBDEBCDBEDDECCBCECECBADEB,CECBBCAEDBBDDEBBBECEBADCEDDDEEDAECADBADBDECEA,AEDCBECBECEDDABCEDBCAABDEBCABEDBDADACBEAABDEB,DCCBCBCCABADCEAACBCAAABCCEBDCAACABDBADCEEDDBA,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,180.0,160.0,140.0,200.0,800.0
1547163,2024,,,,,,,,,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1422.0,1384.0,1396.0,1410.0,606.1,659.7,588.8,821.5,ABCCEDEDECCEAEDABEAEDBACACABCDDABDCBCEDEDADCB,DADDBCDDECEDEEBBEBCDAADABBEADECCEACDAECAECEDA,AACEACADECBBBAEEDEBADABEDDCAEABCEBCEBACDCCDDB,DBCECDACEDBBBCCBEDADCCDCBABBBBECEBEBADABBADDD,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,180.0,160.0,180.0,180.0,860.0
4290471,2024,,,,,,,,,1400100,Boa Vista,14,RR,1,1,1,1,1420.0,1383.0,1395.0,1408.0,384.1,371.9,473.1,424.2,DAABCADEDEACEBBCECECBBDCDDEADCBADBBBBBAADEECA,EACAEBBEBDDBCADDBEBCADBCCDDCECDDBBDDACDBDCADB,DAECEBCBCEACBACBEBDBDBECCBDDBDDDDCEECBDBADBBB,ADBDDDDDBABCDEBBBCBDDCABBAEBBCCDBBACDDDECCCDC,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2299841,2024,,,,,,,,,2111300,São Luís,21,MA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3061316,2024,51043408.0,5108402.0,Várzea Grande,51.0,MT,2.0,1.0,1.0,5108402,Várzea Grande,51,MT,1,1,1,1,1421.0,1386.0,1397.0,1409.0,547.7,536.2,482.4,597.3,DCBCEDBDADCEEABDCBECAECBDACDBEEBEBBBEEDACECEE,ACCDADEBCCAEDCAABDEBCCCDEDDABCAEAECAEBECDCECB,DDCCDCBEBDDECCDDADDBDECADCEBDCBCDDEAADCEEBABB,CBCBDACCBECCCEDABBACDCDABDCCBECEDBDCDDBEDACBB,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,160.0,80.0,140.0,160.0,20.0,560.0
2454082,2024,,,,,,,,,3304557,Rio de Janeiro,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3894601,2024,,,,,,,,,2509701,Monteiro,25,PB,1,1,1,1,1421.0,1386.0,1397.0,1409.0,379.3,352.1,471.4,402.7,DCBCADBDACCCDAECCDBCCBDBBCBBBBACDCBBACCCACACB,CCCCDABEACDCEABDADDCCECCDBBCACCBACCDBBCDBBCBE,AADBDDAABAAEEABABDAADBCBBCBBCBAACBBEBDABCCBDA,BBACABCABCBDBCCCABBEEBBCABCDDDABDBACCEEBACBBB,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,100.0,100.0,80.0,80.0,80.0,440.0
4183939,2024,,,,,,,,,3131307,Ipatinga,31,MG,1,1,1,1,1419.0,1385.0,1398.0,1407.0,368.2,525.4,499.7,579.3,ECDDBCAEBCDCAACCEDDACCCEECACEDCEEECAABDDACABB,CDBCADABEAACEDBDEADEBDCADAADEBBAEAABCBABABBCD,CDAAEADCECDECBDAACEDADAEBEBABEBBCEBECCABDABCC,DACDECACDDBBCECBBCCBDDBCDCABCCEDCABECEBECCEDB,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,160.0,160.0,160.0,160.0,200.0,840.0
759888,2024,35009763.0,3510609.0,Carapicuíba,35.0,SP,2.0,1.0,1.0,3510609,Carapicuíba,35,SP,1,1,1,1,1421.0,1386.0,1397.0,1409.0,441.4,490.4,528.1,550.7,DAAEDDDDACDCDEDCBCDBBDDDBBCCCBBDDCCBDDBBBDDDC,EDDCADADDBEDCACAEBAABEADDABAEEDBACBAABCEDBBCA,DCBDACBEDBCDDBAABEDBDABBBCCCDDBBCACEDDEECBDCC,CCECCECCBCDBBADCCBCBBCCB.CCBBCBEDBBEEBCCDBDDC,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,120.0,140.0,80.0,100.0,80.0,520.0
1184908,2024,35902287.0,3550308.0,São Paulo,35.0,SP,2.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,1420.0,1383.0,1395.0,1408.0,434.5,578.6,553.7,417.7,DAEBBDCEADCBDCECEBECDADADCBAECAEEDBBDADCEDCCB,AEBBBECCDBCDBEAEBECDDABCEBABABEAEDADBEDCDACAC,CBAACECEECADDAADEBDCACAACBCEABDCDADDABCBADEDB,CBDEDBDBACDCBDBCBCDAAECCBBDACDEEBDCDACDBBEACB,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,120.0,120.0,120.0,80.0,560.0
1163088,2024,29182123.0,2927408.0,Salvador,29.0,BA,2.0,1.0,1.0,2927408,Salvador,29,BA,1,1,1,1,1419.0,1385.0,1398.0,1407.0,385.4,400.8,531.7,413.5,DCBDBBCBCECBBADEABDDCAAEECBDBECEEEBEACBCECCEB,DDDACBDCBEBCD*CDCA*EBDBDBBCBDBCBEACB.ACAEBDAB,DAABDCBCBDEECEDCADDEAAEEADBEBADBCDBDEDAEEBEBD,BCCECCDCEBBBADBCBBABCEBDDDCDBDDCDEBBBECBCBCCC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,80.0,40.0,120.0,20.0,380.0
1297217,2024,,,,,,,,,2927408,Salvador,29,BA,1,1,1,1,1421.0,1386.0,1397.0,1409.0,579.9,602.4,591.0,703.5,BACCDCADAECEECBCEEDDEACCBCBBDDCEEBAEADADCEEEB,ABBAADCECBADCEDAEBADBECCDEDCBCBEAEBBEBAEDCECA,AACEDCBBDADEECBBDBBBCBDDBACBBBCDABDEDDCECBECA,CABBDADDBCEABEDABCAAAECDEDEECDBACBCCCDDBEDDBB,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,100.0,140.0,120.0,120.0,160.0,640.0
1495998,2024,,,,,,,,,3162500,São João del Rei,31,MG,1,1,1,1,1420.0,1383.0,1395.0,1408.0,530.4,529.6,547.2,618.4,CDEAABACBADECEACAEAEBECDBCECADDEEABBDEAEDDDDB,CAADCBCADBDDEEBDACCEAAACEBDCAAEABABCDEEDDACBC,EAABEEEBECEDACBADACBDDBCEBEECDBBDCEDCBEBADEEB,DCBBCDDBCCDADEDBAABBBDCEEEECBBACCADABCBADBBBE,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,140.0,180.0,160.0,180.0,140.0,800.0
714875,2024,,,,,,,,,1501501,Benevides,15,PA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
660968,2024,29192226.0,2927408.0,Salvador,29.0,BA,2.0,1.0,1.0,2927408,Salvador,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
2054018,2024,,,,,,,,,2907806,Cícero Dantas,29,BA,1,1,1,1,1420.0,1383.0,1395.0,1408.0,477.1,507.2,546.8,375.2,DAABEDDEAEEABCACECACADDDBEBCBCECAAADEBCDDDEEC,BECBCBBDEDDDDEEDBEBDCECCDEACEACAEBACECACDABEE,DBAACECBECEDDCBDEC.CEADDEDCECCDEDDDDBAADADCE.,CAACCACBBBDCAACCCCBEABBDBEDDAEDBBBCECECDADEAB,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2879365,2024,,,,,,,,,2504009,Campina Grande,25,PB,1,1,1,1,1420.0,1383.0,1395.0,1408.0,536.3,568.1,544.8,623.1,EAEBADBEEEECCBAADEDBDAECACBDEABDBAACECEEEDDAC,BECBCEBCEBBDBCBBABCADAECCBADDACAEBADEEDCDAACC,EBABCECBECEDDDBDEBDABBBCEBDAAEAEDEDDC*EBAADEA,CCCCDCCDABDEDCBEBCABBDBABEBACBACCBDDDCBADBBEB,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,160.0,200.0,180.0,160.0,180.0,880.0
4151826,2024,,,,,,,,,3140001,Mariana,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
312443,2024,,,,,,,,,3543402,Ribeirão Preto,35,SP,1,1,1,1,1421.0,1386.0,1397.0,1409.0,382.7,384.4,504.1,474.0,DDAABBDECCBEAEECACCCADBCBDBACCBBBCBECAECBDBCC,BCDAAEECCDAABDDBACCDDBBAACBBABCBACCDABADCEB*E,CAAEBCDEA*DCEBDEEDEBCDBBAABBDADCAABEDABBEDECE,BCBCCDCBBDCCCDCCAECECBBDBCDBDCBADEBBCADBCAC.B,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,120.0,140.0,100.0,140.0,100.0,600.0
4245155,2024,,,,,,,,,4314407,Pelotas,43,RS,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
3892211,2024,,,,,,,,,3147006,Paracatu,31,MG,1,1,1,1,1419.0,1385.0,1398.0,1407.0,565.1,364.2,481.7,617.1,BCBBDCABEDCACEDECDCDDBEAEACDBEAABCBCDEDBDDECB,BDCAEBDBECECADBEEBCCADDEBACEBBCEBDEAACDBEBCAD,BACEBDDCECEDAADBBDCAADECCABECBBBCCBEDDDACBBEA,DDCBCEBADDABCDCCDBCABCCEEDBBEABEACADDADBADECC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,120.0,120.0,120.0,140.0,620.0
3695637,2024,,,,,,,,,1505536,Parauapebas,15,PA,1,1,1,1,1419.0,1385.0,1398.0,1407.0,528.7,564.1,600.9,457.4,EDDAECBCDEAECDEDEADDABCCEBEAEECEADECCEBDECDBC,CABABCDABBECECACEBEABECADEEEEEEEEACECBEECCAAE,CDCDADBCADEECAAAEDCCADEEBCBEDDBBCEBDADDDDCECB,BAAAECEEABDDEBAADCBBBBECBDBCEABDAEABEEDBCDCDA,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,180.0,120.0,120.0,100.0,640.0
2907938,2024,,,,,,,,,2900702,Alagoinhas,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
2873206,2024,,,,,,,,,3300456,Belford Roxo,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
587129,2024,25063405.0,2509339.0,Matinhas,25.0,PB,2.0,2.0,1.0,2500403,Alagoa Nova,25,PB,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2451309,2024,,,,,,,,,2211001,Teresina,22,PI,1,1,1,1,1422.0,1384.0,1396.0,1410.0,381.4,427.4,498.9,447.5,CBADDCCCCEEBDAADEAEBEDBAAEDDECECEDBEAADACAABC,DDDAABDCCCCAABCAAAABCDAAAABCDEEBCDEACDCDBBBBA,ABCDECADBEBEDBEECDCCDABEDDBAEDAAACBDDDDEBBBCD,BBCBCDEDBBCCDCCDADBCECAACDEADCDACADBCEAABBDCA,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,140.0,120.0,120.0,120.0,140.0,640.0
386545,2024,,,,,,,,,4124053,Santa Terezinha de Itaipu,41,PR,1,1,1,1,1422.0,1384.0,1396.0,1410.0,602.0,672.6,584.1,662.4,CEAECEDADBCCAEECAEAEDAACABDDADEBEBEBCEDDDDECC,AEDCBCDBECEDEBBBEBCDBADABCCADEEAEADBAECAECEDA,AACDADADECBBDBDEBDBEBDBEDDCDDDBBEBCACAEECABBB,DDEECBECBDAEBECCEEDDCDCDBAABBCCCBAABAAABBAACD,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,140.0,180.0,160.0,160.0,160.0,800.0
1480317,2024,43178740.0,4314902.0,Porto Alegre,43.0,RS,4.0,1.0,1.0,4314902,Porto Alegre,43,RS,1,1,1,1,1420.0,1383.0,1395.0,1408.0,543.1,514.3,551.3,636.1,ACEABACDAECEDBAEBDDBCBEBCDAABEDACACBCADDECDEB,ADCBCEABDBDDCDAACEBEAADCECADDECACCADEDBADABDE,CAAADECAECDDDAEBECBCADDBCBCEDCBBDADDEBDABDEEB,CEBCADEAECACACBBCDCEDBBECADACEAEBBCDBADADBBBC,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,140.0,120.0,160.0,180.0,200.0,800.0
626213,2024,,,,,,,,,1501402,Belém,15,PA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
913303,2024,,,,,,,,,3303203,Nilópolis,33,RJ,1,1,1,1,1422.0,1384.0,1396.0,1410.0,589.0,641.7,595.8,687.3,DDCAEDDCEEDAECDEBECEDCCAAADDDCEABACBCEDDCAADC,DADDBCDADCBDEBBBEBCDAADCDEEADCEEEDDBAECAEAEDA,AACDADADECBDDADEBDBCDBDEDDABDABDEBCEBDCECCDEB,CCCEBCDBBBDBAEDCEEACCCDCBABCDCCCABEBADAEBACED,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,200.0,160.0,180.0,200.0,900.0
868126,2024,,,,,,,,,2927408,Salvador,29,BA,1,1,1,1,1421.0,1386.0,1397.0,1409.0,410.1,433.2,565.5,473.4,EBACAEBADBCEECDDEDEDADEBBCEBABACEDBEACCEBECDA,ABDBBDCAAECCCECADBEAEBBACDBDAEEBACBDAECCAADBB,BAACECBEDADEEBDDCDABCCCEBEDCDAEAABDEDDAECBECE,DCADBDABDAECCEDAEADCABDABCEDBAEEDBEACDCADDBAA,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,100.0,120.0,120.0,140.0,120.0,600.0
708285,2024,35134259.0,3549904.0,São José dos Campos,35.0,SP,4.0,1.0,1.0,3549904,São José dos Campos,35,SP,1,1,1,1,1420.0,1383.0,1395.0,1408.0,610.0,683.4,665.0,677.0,EE*BCCCCCEEBCBBAEABCBAECAADCBDECCABEECAEBBBDA,CDCEBEBCDBADEEABCBCBCAECEDAAEAEAEEADDEDADACBC,CAAAEECBECEDDCBDEDDCBCBDCBCADDABDBDCCCEDADEEB,CECBAEEABBAEDCDEBCCABDCECBDECAADBBDEDCBADDAEB,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,140.0,160.0,140.0,160.0,160.0,760.0
1773754,2024,,,,,,,,,2504009,Campina Grande,25,PB,1,1,1,1,1420.0,1383.0,1395.0,1408.0,490.3,411.4,455.7,396.2,EDCCCCCEAEECEDBCAECDCADCADAEECBBCCCCDEBADBDAC,CDBEBCCACBCDABCABCDAEAECBAAECDBBDACBCBCBECADC,BBABDAEBEDCCDABEEBDBABEAEBCDEECEEADDDCBDCABAA,DCDECDECBDAAEADBECBCDDCCABDACEDAAECEDDECADABD,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,80.0,120.0,80.0,80.0,140.0,500.0
1508154,2024,,,,,,,,,1100205,Porto Velho,11,RO,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
663482,2024,,,,,,,,,2914000,Ipirá,29,BA,1,1,1,1,1421.0,1386.0,1397.0,1409.0,413.5,427.7,463.3,559.5,BEBADCEDDCDEEBEABDBDECCDBADDBCAABBBEEADDBEDAA,BDEADCBECEAECEBADCCBEACDEBABDCEDCADBBAECCBDEC,CAEDDBCEAABCEDCAAECECADBBDBEDCCDCAEEBDACBDECE,DDABDCACBCEDBDEAEBBDBCDBEBEBDBDECBEEBADADDCDE,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,80.0,120.0,80.0,80.0,40.0,400.0
1315373,2024,,,,,,,,,1702406,Arraias,17,TO,1,1,1,1,1420.0,1383.0,1395.0,1408.0,416.8,381.2,477.2,437.0,ECDBBECAABABCEBADEBDAADECBADDCDACACBEEDACBAEC,BAEDBACDDDAAAEDBCEBEDBDADCBBBCABEEACEBDCBABEC,ACEDBEEBECECDDBCECACDACAEADCCEBCDDDACABCCCAEA,CDBCDAECBDBDAADCBEADADEBBDECCBACEDDEBABEDBDCE,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,80.0,120.0,80.0,140.0,0.0,420.0
2483425,2024,42041864.0,4209003.0,Joaçaba,42.0,SC,4.0,1.0,1.0,4203600,Campos Novos,42,SC,1,1,1,1,1421.0,1386.0,1397.0,1409.0,601.7,647.4,592.2,712.0,DDCDBDAEAACEBBBCEECCBDCEDACCDBDBEBDCAEADEECEE,ADCCADEEABECCEDADBADBEBCDADCBCDCABCAEAEBBDEBE,AACEACBEBADDEBDADDBBDCEADDCABADBCBDADDCECBECC,CEBABADBBCDBDEDABCEBBCCBCBEBDABACBDCDAADDACDC,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,160.0,160.0,160.0,160.0,200.0,840.0
4306368,2024,35039317.0,3550308.0,São Paulo,35.0,SP,2.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,1421.0,1386.0,1397.0,1409.0,557.2,593.1,558.5,616.5,BBBDBBBCAECDEBBDBEBCAACCBBCDEBAAEBDECDADDECEA,DCCCADEEADEECEDADCBDAEBBBABBECDEAECAEBCBBCACB,BACEABBEDADEEBEDCDABCBCBBDEDABCBCABEBDEECBEDE,CEACDCCDBDDBBDDABCADBDCBEBDCBCDECEDDEAACDAABB,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,140.0,180.0,160.0,180.0,180.0,840.0
